player_id,num_sessions,total_playtime,in_game_purchases,days_since_last_session,level_reached,churn,country,device,avg_session_length,achievements_unlocked,social_interactions
P0333,21,57.38028271989199,3,11,68,0,UK,Console,2.732394415232952,84,2
P0334,24,42.10947735998629,1,10,94,0,India,PC,1.7545615566660955,23,4
P0335,20,17.699856201931333,6,28,84,1,UK,Console,0.8849928100965666,23,5
P0336,19,66.45729067630543,1,29,3,1,Germany,Mobile,3.497752140858181,59,8
P0337,15,42.81743815987394,2,24,87,1,India,Console,2.854495877324929,82,5
P0338,18,37.058363539353195,1,19,51,1,Canada,Console,2.058797974408511,49,3
P0339,22,60.4021836787099,1,21,82,1,Canada,PC,2.7455538035777227,65,1
P0340,23,44.11981040121306,4,23,26,1,USA,Console,1.9182526261396982,13,7
P0341,16,65.89904576069932,1,24,56,1,UK,Mobile,4.118690360043708,52,7
P0342,24,59.25508924365046,2,18,64,1,India,Mobile,2.468962051818769,31,4
P0343,22,60.253539848007165,3,1,8,0,Canada,Mobile,2.7387972658185076,95,4
P0344,13,29.510664331991986,0,21,81,1,Japan,PC,2.270051102460922,91,4
P0345,25,68.179159780796,1,19,95,1,Germany,PC,2.72716639123184,47,9
P0346,22,53.91875796850784,1,0,37,0,Australia,Console,2.4508526349321746,38,1
P0347,17,44.460842911306955,1,7,97,0,Germany,Console,2.615343700665115,39,3
P0348,16,52.15082701013377,3,24,27,1,Japan,Console,3.2594266881333605,41,4
P0349,15,23.3564715065252,1,13,45,0,Japan,PC,1.5570981004350133,76,3
P0350,19,56.12979217221006,2,8,4,0,USA,PC,2.954199588011056,75,3
P0351,25,34.559427377268925,3,1,86,0,Germany,Console,1.382377095090757,7,8
P0352,17,29.709945712346983,1,24,90,1,Germany,PC,1.7476438654321755,78,11
P0353,21,27.164612206731633,2,22,96,1,India,PC,1.293552962225316,25,4
P0354,22,66.69032562484888,3,4,88,0,UK,Mobile,3.031378437493131,11,2
P0355,21,40.561049094608165,1,22,99,1,Brazil,Mobile,1.9314785283146745,42,3
P0356,24,73.00591564874749,2,28,37,1,Australia,Console,3.0419131520311455,50,4
P0357,26,41.96297805421553,3,24,96,1,Germany,Console,1.613960694392905,90,2
P0358,19,24.3896306361058,2,7,71,0,Australia,Mobile,1.283664770321358,81,7
P0359,17,33.25213340077011,0,15,33,0,Australia,PC,1.9560078471041242,99,2
P0360,22,68.53717430010408,3,21,31,1,Australia,Console,3.1153261045501854,62,11
P0361,15,47.66152733094999,2,15,55,0,Germany,Console,3.1774351553966658,48,5
P0362,14,41.77569055264099,2,12,12,0,Brazil,Console,2.9839778966172132,26,5
P0363,17,52.40027338779181,0,19,11,1,Germany,PC,3.082369022811283,8,4
P0364,22,57.52674104251317,1,28,88,1,India,Mobile,2.6148518655687805,38,4
P0365,16,66.76098223853691,0,14,72,0,India,Console,4.172561389908557,64,4
P0366,26,71.7274884483939,1,0,32,0,Brazil,Mobile,2.7587495557074577,70,3
P0367,21,44.60347031316371,1,21,57,1,Canada,Mobile,2.1239747768173194,89,5
P0368,19,30.109284708769426,2,2,38,0,Germany,PC,1.5846991951983909,70,9
P0369,20,43.79802258315086,3,5,60,0,Canada,PC,2.189901129157543,6,5
P0370,15,53.90420759874329,3,21,86,1,Australia,PC,3.593613839916219,71,2
P0371,12,35.54361610684084,2,13,98,0,Germany,PC,2.961968008903403,79,6
P0372,16,35.642736276574354,2,3,19,0,UK,PC,2.227671017285897,66,7
P0373,17,55.15681822324828,4,17,84,1,Germany,PC,3.2445187190146045,9,5
P0374,23,49.270214726443236,1,14,56,0,India,Console,2.142183248975793,70,7
P0375,21,50.4919549311738,3,8,14,0,USA,Mobile,2.4043788062463713,84,7
P0376,23,38.62256997949896,3,17,33,1,Japan,PC,1.679242173021694,52,8
P0377,21,46.54398928691349,4,2,10,0,USA,Console,2.2163804422339757,94,7
P0378,20,36.136502835975435,2,9,80,0,USA,Mobile,1.8068251417987717,86,3
P0379,18,63.3529761668718,4,16,64,1,USA,PC,3.519609787048433,56,4
P0380,13,65.52874002085629,3,6,64,0,Japan,PC,5.040672309296638,90,4
P0381,23,22.30718206642859,2,14,62,0,Canada,Console,0.9698774811490692,85,3
P0382,23,36.05733709711385,3,0,68,0,Japan,Mobile,1.5677103085701674,26,7
P0383,16,27.552061173648813,2,26,91,1,Canada,PC,1.7220038233530508,53,7
P0384,24,40.249640983896526,2,24,92,1,Japan,Mobile,1.677068374329022,3,3
P0385,17,48.748430453144586,4,26,43,1,Japan,Console,2.8675547325379167,87,7
P0386,18,28.25532170452205,4,10,80,0,Germany,PC,1.5697400946956694,22,8
P0387,28,36.1721028031203,1,16,59,1,Canada,Mobile,1.2918608143971537,47,3
P0388,30,34.94063941877752,1,4,52,0,Germany,Console,1.1646879806259174,82,4
P0389,15,53.10900994098416,0,6,97,0,UK,Console,3.540600662732277,41,7
P0390,26,51.04016505554375,3,18,19,1,Germany,PC,1.9630832713670674,2,1
P0391,24,39.1739366999412,1,24,21,1,USA,Mobile,1.63224736249755,90,4
P0392,16,52.65231308209097,6,23,22,1,Brazil,PC,3.2907695676306856,2,2
P0393,29,41.79979873119102,1,28,9,1,Brazil,PC,1.4413723700410697,27,2
P0394,15,45.9251733451092,1,14,9,0,India,Mobile,3.06167822300728,62,5
P0395,27,75.10178135447805,3,2,73,0,India,Mobile,2.7815474575732613,80,6
P0396,23,70.10691577685522,3,14,27,0,Australia,Mobile,3.0481267729067487,30,5
P0397,29,30.506281446086035,0,4,17,0,Germany,Console,1.051940739520208,9,4
P0398,17,62.44598626818762,2,22,44,1,Japan,Console,3.6732933098933893,48,5
P0399,16,62.170948317373885,1,11,45,0,Japan,Mobile,3.885684269835868,85,7
P0400,12,32.776050668710724,3,29,8,1,Brazil,Console,2.7313375557258937,93,4
P0401,18,62.28166465632291,1,19,80,1,USA,PC,3.4600924809068285,20,2
P0402,11,73.06897877618829,3,4,18,0,Canada,Mobile,6.642634434198936,99,9
P0403,20,33.16182790633379,5,2,33,0,USA,PC,1.6580913953166896,52,4
P0404,17,36.237457684786044,0,8,1,0,Australia,Mobile,2.1316151579285907,86,3
P0405,26,65.26492200265254,1,25,76,1,USA,PC,2.5101893077943283,75,4
P0406,16,54.07242966238472,2,8,6,0,Germany,Mobile,3.379526853899045,88,4
P0407,26,58.27214412859285,1,6,41,0,Germany,PC,2.2412363126381867,53,6
P0408,26,55.10883824600745,5,25,55,1,UK,Mobile,2.1195707017695176,56,4
P0409,24,55.86043881392216,1,1,5,0,Australia,Mobile,2.3275182839134234,19,6
P0410,20,30.102918075333754,3,22,59,1,USA,Console,1.5051459037666877,48,9
P0411,24,65.70976559932173,2,22,80,1,Japan,PC,2.7379068999717386,6,3
P0412,19,67.54384988641661,2,26,18,1,Japan,Console,3.5549394677061374,28,3
P0413,16,46.559138838979585,0,20,49,1,Australia,PC,2.909946177436224,47,8
P0414,18,49.34784575279206,2,15,82,0,USA,Console,2.7415469862662256,92,6
P0415,17,27.03338746166417,2,8,65,0,Germany,Mobile,1.5901992624508334,12,1
P0416,9,57.71382134026752,4,12,83,0,Germany,Console,6.41264681558528,2,7
P0417,18,58.58086162571216,0,27,54,1,UK,Console,3.2544923125395644,1,5
P0418,24,49.067134745010335,3,26,61,1,UK,Mobile,2.044463947708764,15,7
P0419,19,66.86530039805754,3,18,8,1,India,Console,3.519226336739871,93,5
P0420,29,44.98884153530089,3,19,3,1,Australia,Mobile,1.5513393632862376,5,2
P0421,21,58.469088888404,2,16,25,1,Brazil,PC,2.7842423280192383,44,6
P0422,29,34.705034919618264,0,5,69,0,USA,Console,1.1967253420558022,70,7
P0423,21,49.64671773688643,2,3,55,0,Australia,Mobile,2.364129416042211,4,5
P0424,16,47.384686131457464,2,0,40,0,Japan,Mobile,2.9615428832160915,55,6
P0425,16,53.37961883061412,1,17,83,1,USA,Console,3.3362261769133825,70,5
P0426,24,44.45709606749962,0,18,82,1,UK,PC,1.8523790028124842,97,6
P0427,19,48.027911064924986,0,8,50,0,UK,Console,2.5277847928907886,31,3
P0428,23,62.3907075716226,1,12,95,0,India,Mobile,2.7126394596357652,48,4
P0429,25,43.44853644142674,0,7,33,0,Brazil,PC,1.7379414576570695,12,5
P0430,16,25.90134348891981,2,22,18,1,India,Console,1.6188339680574881,29,8
P0431,21,76.24375856308131,1,12,57,0,Japan,Mobile,3.630655169670539,24,10
P0432,13,70.72181118035729,3,14,16,0,Brazil,Console,5.440139321565946,84,5
P0433,17,30.616059573415722,1,10,80,0,Canada,PC,1.80094468078916,59,3
P0434,22,60.34561707867792,1,11,38,0,USA,PC,2.74298259448536,58,7
P0435,13,42.455378441729856,6,13,41,0,India,PC,3.2657983416715273,84,2
P0436,18,53.952308229965894,3,3,7,0,UK,PC,2.9973504572203273,27,6
P0437,23,54.4133619352024,1,0,78,0,India,PC,2.3657983450088,57,6
P0438,12,46.48388299525517,1,23,53,1,Canada,Console,3.873656916271264,19,6
P0439,22,38.24351501620406,4,3,63,0,India,PC,1.738341591645639,33,5
P0440,25,39.64188421525611,3,18,89,1,USA,PC,1.5856753686102445,4,0
P0441,20,36.257121267781365,0,8,32,0,Canada,Mobile,1.8128560633890682,81,6
P0442,25,37.522666876543326,0,9,38,0,Australia,PC,1.500906675061733,59,4
P0443,22,48.99232564925967,3,3,22,0,Australia,Mobile,2.2269238931481667,42,6
P0444,17,39.26360016333872,3,19,16,1,Australia,Mobile,2.309623539019925,56,3
P0445,24,60.2307809856893,4,29,52,1,UK,Mobile,2.5096158744037207,56,6
P0446,23,72.30869233003891,2,8,29,0,UK,Console,3.143856188262561,74,3
P0447,22,41.29920137944936,1,12,16,0,Australia,Console,1.8772364263386072,53,5
P0448,15,53.591067508030655,4,11,76,0,Australia,Mobile,3.57273783386871,80,2
P0449,26,57.49527665454401,2,10,17,0,Australia,Console,2.2113567944055386,44,4
P0450,25,57.080034063789114,1,11,64,0,Germany,PC,2.2832013625515644,85,7
P0451,18,51.139329018741314,2,29,91,1,Australia,Console,2.8410738343745177,36,6
P0452,15,61.140236275395836,2,17,89,1,Canada,PC,4.076015751693055,83,7
P0453,25,57.23373429020986,2,29,13,1,Germany,PC,2.2893493716083944,47,6
P0454,22,31.43506366509053,1,11,72,0,Germany,Console,1.4288665302313879,53,2
P0455,22,63.0373409658391,0,15,56,0,USA,Console,2.8653336802654135,47,0
P0456,24,63.30936255900113,3,4,5,0,India,Mobile,2.637890106625047,5,4
P0457,24,38.550708437321276,4,19,12,1,UK,Console,1.6062795182217198,33,5
P0458,32,50.56906753171403,6,24,41,1,UK,Console,1.5802833603660635,62,2
P0459,23,60.24993489216604,4,11,3,0,India,Console,2.6195623866159146,77,3
P0460,17,46.86029270630958,2,20,99,1,UK,PC,2.7564878062535048,47,6
P0461,18,66.09467071649019,1,24,33,1,India,PC,3.6719261509161214,22,9
P0462,23,85.45808741929042,4,10,86,0,Canada,PC,3.7155690182300183,83,6
P0463,24,38.210209510475266,2,8,50,0,USA,Mobile,1.5920920629364694,12,4
P0464,20,29.284330952693377,3,29,56,1,Australia,Mobile,1.464216547634669,46,2
P0465,22,54.55727893407314,2,17,9,1,USA,Mobile,2.479876315185143,43,6
P0466,19,60.823437576892154,3,29,82,1,Japan,PC,3.2012335566785346,31,7
P0467,15,46.53700439232846,0,24,50,1,USA,Console,3.1024669594885643,25,2
P0468,23,71.79890994981551,2,2,29,0,India,Mobile,3.1216917369485,52,6
P0469,12,29.920913004151267,2,19,39,1,Japan,Mobile,2.4934094170126055,13,8
P0470,22,60.393779345474165,2,16,91,1,India,PC,2.745171788430644,51,4
P0471,30,40.9120876886166,3,13,45,0,Australia,Mobile,1.36373625628722,35,6
P0472,19,75.79066859310944,2,0,17,0,Brazil,Console,3.988982557532076,7,6
P0473,19,79.88773029752177,2,16,56,1,Japan,PC,4.204617384080093,39,1
P0474,19,38.500151183249784,3,24,98,1,Australia,PC,2.0263237464868307,85,7
P0475,27,41.7566429613713,5,26,46,1,Australia,Console,1.5465423319026408,21,6
P0476,16,62.89381830469703,3,7,67,0,UK,Console,3.9308636440435643,15,5
P0477,22,44.19304025315728,0,4,69,0,UK,Console,2.0087745569616944,90,3
P0478,26,49.318831731016424,2,4,14,0,Brazil,Mobile,1.8968781435006317,59,7
P0479,33,50.38082630813615,3,8,67,0,Brazil,Console,1.5266917063071561,59,4
P0480,24,21.204902657035156,2,2,23,0,USA,PC,0.8835376107097982,9,2
P0481,14,49.79243380858644,3,18,94,1,Australia,Console,3.5566024148990314,24,7
P0482,28,39.654083389037396,2,22,61,1,Brazil,PC,1.4162172638941928,30,5
P0483,24,42.60315766400342,0,8,23,0,India,PC,1.7751315693334757,20,8
P0484,14,71.65448005203221,2,21,27,1,Australia,Mobile,5.118177146573729,90,7
P0485,22,31.152396585811154,1,29,54,1,Germany,Console,1.4160180266277798,80,5
P0486,16,62.19807780121966,2,17,10,1,India,Mobile,3.887379862576229,32,4
P0487,11,45.81555604502287,2,15,89,0,Japan,Console,4.165050549547534,30,3
P0488,17,45.80359747256249,4,0,77,0,Brazil,Console,2.694329263091911,89,9
P0489,17,61.85557844077567,0,1,16,0,UK,Console,3.6385634376926865,20,4
P0490,18,55.10076941853336,2,13,41,0,India,Console,3.061153856585187,35,8
P0491,21,58.55919495829296,0,13,98,0,UK,Console,2.788533093252046,64,4
P0492,24,64.52276990799291,0,0,55,0,India,PC,2.688448746166371,3,2
P0493,20,45.030374252250155,1,25,61,1,UK,PC,2.2515187126125076,67,2
P0494,14,40.81644898238375,2,25,86,1,Canada,Console,2.915460641598839,89,5
P0495,22,33.72274210163303,0,24,81,1,India,PC,1.5328519137105923,3,8
P0496,21,37.61884205031567,1,15,87,0,Japan,Mobile,1.791373430967413,8,5
P0497,18,94.23641637963088,4,14,49,0,UK,Mobile,5.235356465535049,29,6
P0498,13,68.67019371105181,3,25,73,1,Germany,Mobile,5.282322593157831,44,3
P0499,7,29.73388450687968,4,14,52,1,Japan,Console,4.247697786697097,3,5
P0500,19,30.163130648846447,2,11,2,0,USA,Console,1.58753319204455,68,8
P0501,21,57.22799092577737,2,15,96,0,India,PC,2.7251424250370175,22,4
P0502,24,58.2089719606695,2,13,50,0,Germany,PC,2.4253738316945626,15,5
P0503,15,58.233257529760465,1,28,86,1,USA,PC,3.8822171686506977,21,1
P0504,22,46.175663096694535,1,23,43,1,India,Mobile,2.0988937771224787,71,5
P0505,23,48.118186099956496,1,14,77,0,Germany,Mobile,2.0920950478241953,47,6
P0506,18,54.91819286239036,1,22,8,1,Germany,Mobile,3.0510107145772425,61,3
P0507,21,51.28839509439996,3,14,59,0,Japan,Mobile,2.44230452830476,96,6
P0508,19,16.71049440878697,2,18,65,1,Canada,PC,0.8794997057256301,59,5
P0509,20,46.553005541372094,2,7,81,0,Germany,Console,2.3276502770686047,79,5
P0510,12,37.2289034860953,2,1,12,0,Canada,Console,3.1024086238412747,4,6
P0511,16,52.62817128362768,0,1,4,0,Brazil,Mobile,3.28926070522673,79,6
P0512,26,94.77888503905115,1,26,77,1,Japan,Console,3.645341732271198,6,7
P0513,15,55.51222498211457,4,9,95,0,Australia,Console,3.7008149988076378,50,6
P0514,22,45.297054707414034,2,2,41,0,UK,Console,2.0589570321551833,64,5
P0515,21,63.827022529658784,4,22,7,1,Japan,Mobile,3.0393820252218466,8,6
P0516,16,57.24031830813819,4,16,87,1,USA,PC,3.577519894258637,81,6
P0517,12,56.30141735677762,2,7,88,0,UK,PC,4.691784779731468,44,5
P0518,17,59.10275889823507,1,27,69,1,UK,Console,3.4766328763667684,46,10
P0519,23,80.84815347244312,3,22,69,1,Australia,PC,3.5151371074975266,66,4
P0520,18,33.03667347011127,3,3,81,0,Canada,PC,1.835370748339515,23,8
P0521,26,57.104481152171815,1,13,30,0,Australia,Mobile,2.1963261981604543,91,6
P0522,19,36.10428305027692,1,20,73,1,Australia,Mobile,1.9002254236987852,9,4
P0523,20,58.33268969513372,4,9,6,0,UK,Console,2.916634484756686,72,5
P0524,27,36.21970232770858,1,28,89,1,Germany,Console,1.3414704565817994,76,4
P0525,17,43.73949779592373,4,0,19,0,Canada,Console,2.572911635054337,47,6
P0526,27,45.57365128643141,0,3,80,0,UK,Mobile,1.6879130106085707,34,2
P0527,22,64.63725079017064,3,0,85,0,Canada,PC,2.9380568540986656,53,2
P0528,23,63.77681665913621,3,16,66,1,Brazil,Mobile,2.772905072136357,86,9
P0529,15,31.314239353304234,3,25,10,1,Canada,Mobile,2.087615956886949,80,1
P0530,34,50.824011664997734,2,16,16,1,India,PC,1.4948238724999334,70,3
P0531,25,39.35630217876241,1,6,37,0,Germany,PC,1.5742520871504966,15,4
P0532,19,31.122426339869982,0,22,79,1,USA,Console,1.6380224389405253,52,3
P0533,18,46.74474424363444,2,19,77,1,India,PC,2.596930235757469,39,2
P0534,15,45.3727581731627,2,14,77,0,India,PC,3.0248505448775136,99,6
P0535,33,86.40074729518284,2,12,32,0,Australia,PC,2.618204463490389,19,2
P0536,22,56.49439738041044,3,27,47,1,Australia,PC,2.56792715365502,87,7
P0537,24,29.33573748868644,3,1,72,0,India,Console,1.222322395361935,68,10
P0538,33,41.52838993743587,1,27,43,1,UK,Console,1.2584360587101777,44,1
P0539,16,65.32074943144097,2,18,82,1,Canada,PC,4.082546839465061,5,2
P0540,15,81.32664159304888,1,23,36,1,Canada,PC,5.421776106203258,91,4
P0541,18,26.210250316430624,2,12,26,0,Japan,Console,1.456125017579479,68,4
P0542,19,21.801134222914325,0,23,10,1,UK,Console,1.1474281169954907,48,8
P0543,22,78.06447763057673,1,10,31,0,Germany,PC,3.548385346844397,38,6
P0544,15,55.84421266056356,1,26,97,1,UK,Mobile,3.722947510704237,1,2
P0545,22,36.9756090218545,2,21,29,1,UK,Console,1.6807095009933866,38,6
P0546,21,58.01943629183653,1,14,5,0,UK,Console,2.762830299611263,20,8
P0547,16,10.463783914746834,1,9,77,0,Germany,Console,0.6539864946716771,39,8
P0548,17,50.050632598957414,2,8,1,0,Japan,PC,2.9441548587622006,81,2
P0549,20,54.91731759264628,4,26,87,1,Germany,PC,2.745865879632314,53,5
P0550,9,63.86405209306744,0,27,3,1,Brazil,Console,7.096005788118605,11,4
P0551,19,34.791560715611936,1,8,67,0,Japan,PC,1.8311347745058915,80,3
P0552,17,51.28530742105038,4,19,71,1,Brazil,PC,3.016782789473552,36,8
P0553,9,36.11863060910619,2,27,35,1,Brazil,Console,4.013181178789576,37,3
P0554,19,53.830756335114756,1,0,15,0,Brazil,PC,2.833197701848145,14,7
P0555,20,36.56980516455464,1,16,67,1,Canada,Mobile,1.8284902582277318,6,2
P0556,14,43.87848741259669,3,11,93,0,India,PC,3.134177672328335,77,1
P0557,17,35.062769078146566,1,9,30,0,India,PC,2.0625158281262688,49,5
P0558,16,59.76704362735485,3,4,82,0,Brazil,Console,3.7354402267096782,64,4
P0559,33,62.87676674984998,3,29,75,1,Brazil,Console,1.905356568177272,66,4
P0560,22,46.480691450638794,2,28,43,1,USA,Mobile,2.1127587023017633,43,4
P0561,26,50.573569924400424,2,17,60,1,Australia,PC,1.9451373047846316,30,3
P0562,29,28.271128780496838,4,14,40,0,India,Mobile,0.9748665096723047,42,0
P0563,20,45.50485027989819,1,5,65,0,Australia,Mobile,2.2752425139949097,76,2
P0564,26,49.24693074437383,1,6,29,0,Australia,Console,1.8941127209374549,47,3
P0565,23,89.31189636544963,2,16,74,1,USA,PC,3.8831259289325923,81,4
P0566,16,33.320494613387545,1,5,92,0,Australia,Console,2.0825309133367216,80,2
P0567,18,71.96265858128656,3,7,95,0,Japan,Mobile,3.9979254767381422,80,6
P0568,13,64.95288160198712,3,11,19,0,USA,Mobile,4.996375507845163,60,5
P0569,21,54.20954606735204,4,20,3,1,Australia,Console,2.5814069555881924,74,1
P0570,26,76.379307262927,1,13,36,0,Australia,Console,2.9376656639587306,83,8
P0571,18,55.581582089102945,1,11,43,0,UK,Console,3.0878656716168305,9,6
P0572,24,55.83738793501893,1,22,15,1,Australia,Console,2.326557830625789,28,1
P0573,24,49.20319020473682,1,9,97,0,Canada,Console,2.0501329251973677,47,9
P0574,25,68.35353323627942,2,21,41,1,Japan,Mobile,2.7341413294511767,97,3
P0575,21,66.44703850716326,0,19,90,1,Germany,Console,3.164144690817298,80,9
P0576,18,40.614840687556814,1,14,80,0,India,PC,2.2563800381976007,61,4
P0577,19,30.211292081018488,2,6,36,0,Brazil,Mobile,1.5900680042641309,12,3
P0578,18,46.955290439065145,4,25,97,1,Australia,Mobile,2.60862724661473,43,7
P0579,16,37.99942153403531,0,8,84,0,Japan,PC,2.3749638458772067,46,5
P0580,16,49.04713138076967,0,9,77,0,Brazil,PC,3.0654457112981044,63,6
P0581,21,68.56157202026209,1,9,33,0,Germany,Mobile,3.2648367628696233,90,3
P0582,22,43.14047517369815,1,15,5,0,Japan,Console,1.9609306897135523,52,7
P0583,18,49.35764928032638,4,28,78,1,India,Mobile,2.7420916266847986,89,5
P0584,20,50.87034102212593,2,6,91,0,Japan,Mobile,2.5435170511062966,91,8
P0585,18,62.72646323307927,2,27,87,1,Brazil,PC,3.4848035129488486,76,7
P0586,21,16.29665999023092,2,29,14,1,Brazil,Mobile,0.7760314281062344,75,3
P0587,21,40.89949557852055,5,4,68,0,UK,Console,1.9475950275485976,43,5
P0588,31,53.16925538419209,3,22,83,1,Australia,PC,1.7151372704578094,27,9
P0589,15,68.00118434640292,4,2,47,0,USA,Mobile,4.533412289760195,1,5
P0590,18,42.621463287406925,3,17,54,1,Japan,Mobile,2.367859071522607,56,6
P0591,20,21.85170940937189,0,10,4,0,Brazil,Console,1.0925854704685944,56,4
P0592,17,59.295671689492046,3,14,94,0,Canada,Mobile,3.487980687617179,33,6
P0593,24,40.46956416761556,2,20,83,1,India,Mobile,1.6862318403173149,86,6
P0594,17,32.155000113644576,3,19,95,1,Canada,Mobile,1.8914705949202693,57,5
P0595,23,40.63481915430164,3,4,95,0,Germany,Mobile,1.7667312675783322,51,6
P0596,19,47.232119635162256,1,23,9,1,Japan,Console,2.4859010334295926,28,4
P0597,15,40.92883003192681,1,11,53,0,UK,Mobile,2.7285886687951204,34,4
P0598,15,16.916509143513963,4,3,77,0,India,Mobile,1.127767276234264,74,7
P0599,23,63.45599295330698,0,14,78,0,UK,Mobile,2.7589562153611733,47,7
P0600,21,69.12312561918083,2,8,60,0,USA,PC,3.291577410437182,32,5
P0601,32,59.772829870092586,3,6,46,0,Brazil,Console,1.8679009334403933,74,3
P0602,24,32.93471494362775,1,9,54,0,Australia,PC,1.3722797893178231,72,3
P0603,30,46.97762699078723,0,28,74,1,India,PC,1.5659208996929077,77,3
P0604,16,49.90218027155813,3,27,95,1,Germany,Console,3.118886266972383,8,2
P0605,21,58.98191584342865,2,22,37,1,Australia,PC,2.808662659210888,47,6
P0606,18,60.02510733077121,1,12,23,0,Japan,PC,3.334728185042845,66,3
P0607,24,38.987393018322564,2,28,27,1,USA,PC,1.6244747090967735,92,3
P0608,25,51.22993334620341,1,7,70,0,USA,Console,2.049197333848136,82,11
P0609,22,56.85920606922862,0,11,90,0,UK,Mobile,2.584509366783119,35,4
P0610,22,71.83733483220149,2,21,66,1,USA,Console,3.265333401463704,95,10
P0611,21,60.56759809737085,0,23,61,1,India,Console,2.88417133797004,70,8
P0612,16,61.835850310632786,3,18,77,1,UK,Console,3.864740644414549,91,3
P0613,21,51.257399418940416,2,25,51,1,Australia,PC,2.4408285437590673,43,7
P0614,16,71.15688717805256,4,25,50,1,USA,Mobile,4.447305448628285,81,5
P0615,21,56.14644193939246,1,29,19,1,Japan,Console,2.673640092352022,59,3
P0616,23,37.08368134739644,0,0,1,0,Australia,Console,1.6123339716259324,62,5
P0617,19,71.05054955187786,0,15,40,0,Germany,Mobile,3.739502607993572,4,6
P0618,14,60.46854908808541,4,21,32,1,Japan,Mobile,4.319182077720386,86,5
P0619,23,43.354339683072766,0,16,22,1,Canada,Mobile,1.884971290568381,85,5
P0620,17,42.80760548901135,5,24,93,1,India,PC,2.5180944405300796,89,2
P0621,15,54.448633177111425,0,29,66,1,Germany,Mobile,3.629908878474095,75,6
P0622,16,56.94777192901377,3,17,40,1,Germany,PC,3.5592357455633605,39,5
P0623,12,52.9593839844681,2,10,38,0,UK,Console,4.413281998705675,18,4
P0624,12,54.66963010164327,1,17,48,1,Brazil,PC,4.555802508470273,46,7
P0625,16,75.49936061864571,1,6,55,0,UK,Mobile,4.718710038665357,64,5
P0626,26,66.07314728352328,1,17,75,1,India,PC,2.541274895520126,66,6
P0627,20,52.85953386897536,2,25,81,1,India,Mobile,2.642976693448768,90,6
P0628,18,64.11965871151224,3,7,55,0,UK,PC,3.56220326175068,17,6
P0629,21,34.512141447086904,2,5,51,0,Brazil,Console,1.6434353070041383,49,3
P0630,19,55.968905749202136,3,29,60,1,Japan,PC,2.9457318815369544,29,5
P0631,15,77.13959524599665,3,6,8,0,UK,Console,5.142639683066443,65,4
P0632,16,46.729311569114394,1,22,86,1,India,Mobile,2.9205819730696496,4,8
P0633,13,37.28549107071373,2,21,68,1,Brazil,Console,2.86811469774721,92,3
P0634,24,40.21866667110409,2,9,75,0,India,Mobile,1.6757777779626704,96,2
P0635,22,33.655504439864174,2,10,72,0,Brazil,Mobile,1.5297956563574624,41,1
P0636,28,38.22857137808445,4,24,9,1,Brazil,Console,1.3653061206458734,83,7
P0637,19,44.442378521149564,1,12,90,0,Australia,Console,2.339072553744714,93,3
P0638,20,28.916494712320368,0,8,2,0,UK,PC,1.4458247356160183,4,2
P0639,20,50.234275009244044,1,6,80,0,UK,PC,2.511713750462202,49,4
P0640,13,63.53415760679971,2,8,95,0,UK,Console,4.887242892830747,84,6
P0641,14,36.38365729779619,0,12,70,0,Brazil,Console,2.5988326641282993,57,2
P0642,24,72.78925885462652,1,25,85,1,Brazil,Console,3.0328857856094387,78,7
P0643,17,57.66188132791392,0,2,90,0,India,Console,3.3918753722302304,83,4
P0644,13,65.45870878436085,2,2,59,0,Germany,Mobile,5.035285291104681,7,10
P0645,21,40.132481692217944,2,0,19,0,UK,Console,1.911070556772283,30,8
P0646,19,62.81787840599924,3,20,28,1,Australia,Console,3.3062041266315387,11,6
P0647,21,33.6209914940703,0,19,72,1,Canada,Console,1.6009995949557287,20,7
P0648,28,63.35371251254763,5,1,14,0,India,Console,2.262632589733844,93,3
P0649,14,52.577590096902966,5,24,24,1,India,Mobile,3.7555421497787833,61,4
P0650,18,58.29876829977175,1,2,44,0,USA,PC,3.2388204610984306,90,8
P0651,24,32.36608091562722,4,14,56,0,UK,PC,1.3485867048178009,89,5
P0652,12,36.57395236585093,2,23,90,1,Japan,PC,3.047829363820911,32,4
P0653,15,58.958423273800776,3,5,95,0,India,PC,3.9305615515867185,25,4
P0654,22,35.77477993663699,2,29,51,1,USA,PC,1.6261263607562269,89,5
P0655,28,56.94809438148685,3,12,32,0,Canada,Mobile,2.0338605136245302,99,5
P0656,21,29.492932903096314,2,20,50,1,Australia,PC,1.4044253763379198,39,4
P0657,15,62.72261319000002,2,0,41,0,Canada,Mobile,4.1815075460000015,64,3
P0658,19,31.512150278472365,2,19,66,1,Japan,Mobile,1.6585342251827562,58,6
P0659,18,58.28449906519285,2,18,25,1,UK,PC,3.238027725844047,14,8
P0660,32,59.38446400469002,0,0,61,0,Brazil,PC,1.855764500146563,0,5
P0661,17,39.54842272355638,4,27,66,1,USA,PC,2.326377807268022,10,5
P0662,19,58.7303985062709,4,20,42,1,Brazil,Console,3.0910736055932055,54,3
P0663,22,53.90663395000334,1,21,65,1,Canada,Mobile,2.45030154318197,1,5
P0664,22,41.91737215710893,3,1,36,0,Canada,PC,1.9053350980504058,64,5
P0665,15,34.871679738856876,0,14,76,0,Germany,Console,2.324778649257125,94,10
